formula	fia	0.19417475728155342
formula	one	0.19417475728155342
formula	racing	0.13382571603971088
formula	circuit	0.12280689942401475
formula	grand	0.12280689942401475
formula	prix	0.12280689942401475
formula	drivers	0.09210517456801105
formula	auto	0.06865114380451919
formula	tendulkar	0.06865114380451919
fia	one	0.19417475728155342
fia	racing	0.13382571603971088
fia	circuit	0.12280689942401475
fia	grand	0.12280689942401475
fia	prix	0.12280689942401475
fia	drivers	0.09210517456801105
fia	auto	0.06865114380451919
fia	tendulkar	0.06865114380451919
one	racing	0.13382571603971088
one	circuit	0.12280689942401475
one	grand	0.12280689942401475
one	prix	0.12280689942401475
one	drivers	0.09210517456801105
one	auto	0.06865114380451919
one	tendulkar	0.06865114380451919
racing	circuit	0.08463881443768298
racing	grand	0.08463881443768298
racing	prix	0.08463881443768298
racing	drivers	0.06347911082826224
racing	auto	0.047314535654412446
racing	tendulkar	0.047314535654412446
circuit	grand	0.07766990291262137
circuit	prix	0.07766990291262137
circuit	drivers	0.05825242718446602
circuit	auto	0.043418795679607575
circuit	tendulkar	0.043418795679607575
grand	prix	0.07766990291262137
grand	drivers	0.05825242718446602
grand	auto	0.043418795679607575
grand	tendulkar	0.043418795679607575
prix	drivers	0.05825242718446602
prix	auto	0.043418795679607575
prix	tendulkar	0.043418795679607575
drivers	auto	0.03256409675970568
drivers	tendulkar	0.03256409675970568
auto	tendulkar	0.024271844660194178
